Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:00:04,6D,00,0610.0538.0086,80,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:00:36,6D,00,0610.0538.0086,81,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:00:36,6D,00,0610.0538.0086,82,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:01:04,6D,00,0610.0538.0086,83,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:02:04,6D,00,0610.0538.0086,84,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:03:04,6D,00,0610.0538.0086,85,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:04:04,6D,00,0610.0538.0086,86,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:05:04,6D,00,0610.0538.0086,87,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:05:36,6D,00,0610.0538.0086,88,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:05:36,6D,00,0610.0538.0086,89,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:06:04,6D,00,0610.0538.0086,96,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:07:04,6D,00,0610.0538.0086,97,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:08:04,6D,00,0610.0538.0086,98,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:09:04,6D,00,0610.0538.0086,99,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:10:04,6D,00,0610.0538.0086,100,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:10:36,6D,00,0610.0538.0086,101,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:10:36,6D,00,0610.0538.0086,102,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:11:04,6D,00,0610.0538.0086,103,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:12:04,6D,00,0610.0538.0086,104,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:13:04,6D,00,0610.0538.0086,105,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:14:04,6D,00,0610.0538.0086,112,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:15:04,6D,00,0610.0538.0086,113,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:15:04,6D,00,0610.0538.0086,113,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:15:37,6D,00,0610.0538.0086,114,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:15:37,6D,00,0610.0538.0086,115,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:16:04,6D,00,0610.0538.0086,116,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:17:04,6D,00,0610.0538.0086,117,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:18:04,6D,00,0610.0538.0086,118,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:19:04,6D,00,0610.0538.0086,119,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:20:04,6D,00,0610.0538.0086,120,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:20:37,6D,00,0610.0538.0086,121,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:20:37,6D,00,0610.0538.0086,128,xxx,E,0,0,112,0,1,0,000547.3,
Movil013,3439.0810,S,06005.3856,W,0.00,140.00,20/02/24,00:21:04,6D,00,0610.0538.0086,129,xxx,E,0,0,112,0,1,0,000547.3,
